period_id,route_id,days_present,avg_headway_min,median_headway_min,n_days_in_period,share_days_present,route_short_name,route_long_name,route_type
P1,1,16,17.15,17.15,16,1,1,Bronzeville/Union Station,3
P1,10,16,120,120,16,1,10,Museum of Science & Industry,3
P1,100,16,20,20,16,1,100,Jeffery Manor Express,3
P1,103,16,13.333333333333334,13.333333333333334,16,1,103,West 103rd,3
P1,106,16,13.333333333333334,13.333333333333334,16,1,106,East 103rd,3
P1,108,16,24,24,16,1,108,Halsted/95th,3
P1,11,16,17.15,17.15,16,1,11,Lincoln,3
P1,111,16,13.333333333333334,13.333333333333334,16,1,111,111th/King Drive,3
P1,111A,16,20,20,16,1,111A,Pullman Shuttle,3
P1,112,16,15,15,16,1,112,Vincennes/111th,3
P1,115,16,12,12,16,1,115,Pullman/115th,3
P1,119,16,10.916666666666666,10.916666666666666,16,1,119,Michigan/119th,3
P1,12,16,8.566666666666666,8.566666666666666,16,1,12,Roosevelt,3
P1,120,16,10.572916666666666,10.916666666666666,16,1,120,Ogilvie/Streeterville Express,3
P1,121,16,9.233333333333333,9.233333333333333,16,1,121,Union/Streeterville Express,3
P1,124,16,40,40,16,1,124,Navy Pier,3
P1,125,16,15,15,16,1,125,Water Tower Express,3
P1,126,16,15,15,16,1,126,Jackson,3
P1,130,16,120,120,16,1,130,Museum Campus,3
P1,134,16,6.316666666666666,6.316666666666666,16,1,134,Stockton/LaSalle Express,3
P1,135,16,7.5,7.5,16,1,135,Clarendon/LaSalle Express,3
P1,136,16,10.916666666666666,10.916666666666666,16,1,136,Sheridan/LaSalle Express,3
P1,143,16,7.5,7.5,16,1,143,Stockton/Michigan Express,3
P1,146,16,12,12,16,1,146,Inner Lake Shore/Michigan Express,3
P1,147,16,15,15,16,1,147,Outer DuSable Lake Shore Express,3
P1,148,16,6.316666666666666,6.316666666666666,16,1,148,Clarendon/Michigan Express,3
P1,15,16,13.333333333333334,13.333333333333334,16,1,15,Jeffery Local,3
P1,151,16,10.916666666666666,10.916666666666666,16,1,151,Sheridan,3
P1,152,16,8.983333333333333,9.233333333333333,16,1,152,Addison,3
P1,155,16,9.233333333333333,9.233333333333333,16,1,155,Devon,3
P1,156,16,13.333333333333334,13.333333333333334,16,1,156,LaSalle,3
P1,157,16,11.59375,12,16,1,157,Streeterville/Taylor,3
P1,165,16,24,24,16,1,165,West 65th,3
P1,169,16,60,60,16,1,169,69th/UPS Express,3
P1,171,16,24.375,30,16,1,171,U. of Chicago/Hyde Park,3
P1,172,16,15.3125,20,16,1,172,U. of Chicago/Kenwood,3
P1,18,16,15,15,16,1,18,16th/18th,3
P1,192,16,20,20,16,1,192,University of Chicago Hospitals Express,3
P1,2,16,12,12,16,1,2,Hyde Park Express,3
P1,20,16,5.95,6,16,1,20,Madison,3
P1,201,16,20,20,16,1,201,Central/Ridge,3
P1,206,16,40,40,16,1,206,Evanston Circulator,3
P1,21,16,13.333333333333334,13.333333333333334,16,1,21,Cermak,3
P1,22,16,12,12,16,1,22,Clark,3
P1,24,16,17.15,17.15,16,1,24,Wentworth,3
P1,26,16,10.916666666666666,10.916666666666666,16,1,26,South Shore Express,3
P1,28,16,15,15,16,1,28,Stony Island,3
P1,29,16,13.333333333333334,13.333333333333334,16,1,29,State,3
P1,3,16,9.233333333333333,9.233333333333333,16,1,3,King Drive,3
P1,30,16,17.15,17.15,16,1,30,South Chicago,3
P1,31,16,30,30,16,1,31,31st,3
P1,34,16,10,10,16,1,34,South Michigan,3
P1,35,16,12,12,16,1,35,31st/35th,3
P1,36,16,13.333333333333334,13.333333333333334,16,1,36,Broadway,3
P1,37,16,13.46875,15,16,1,37,Sedgwick,3
P1,39,16,20,20,16,1,39,Pershing,3
P1,4,16,10,10,16,1,4,Cottage Grove,3
P1,43,16,20,20,16,1,43,43rd,3
P1,44,16,17.15,17.15,16,1,44,Wallace/Racine,3
P1,47,16,8.566666666666666,8.566666666666666,16,1,47,47th,3
P1,48,16,17.15,17.15,16,1,48,South Damen,3
P1,49,16,9.233333333333333,9.233333333333333,16,1,49,Western,3
P1,49B,16,10.916666666666666,10.916666666666666,16,1,49B,North Western,3
P1,50,16,10.916666666666666,10.916666666666666,16,1,50,Damen,3
P1,51,16,20,20,16,1,51,51st,3
P1,52,16,12,12,16,1,52,Kedzie,3
P1,52A,16,15,15,16,1,52A,South Kedzie,3
P1,53,16,8.354166666666666,8.566666666666666,16,1,53,Pulaski,3
P1,53A,16,11.322916666666666,10.916666666666666,16,1,53A,South Pulaski,3
P1,54,16,10,10,16,1,54,Cicero,3
P1,54A,16,24,24,16,1,54A,North Cicero/Skokie Blvd.,3
P1,54B,16,17.15,17.15,16,1,54B,South Cicero,3
P1,55,16,8.354166666666666,8.566666666666666,16,1,55,Garfield,3
P1,55A,16,27,27,16,1,55A,55th/Austin,3
P1,55N,16,24,24,16,1,55N,55th/Narragansett,3
P1,56,16,10.916666666666666,10.916666666666666,16,1,56,Milwaukee,3
P1,57,16,13.333333333333334,13.333333333333334,16,1,57,Laramie,3
P1,59,16,17.15,17.15,16,1,59,59th/61st,3
P1,6,16,12,12,16,1,6,Jackson Park Express,3
P1,60,16,8,8,16,1,60,Blue Island/26th,3
P1,62,16,12,12,16,1,62,Archer,3
P1,62H,16,24,24,16,1,62H,Archer/Harlem,3
P1,63,16,6.666666666666667,6.666666666666667,16,1,63,63rd,3
P1,63W,16,24,24,16,1,63W,West 63rd,3
P1,65,16,12.083333333333334,13.333333333333334,16,1,65,Grand,3
P1,66,16,5.89375,6,16,1,66,Chicago,3
P1,67,16,10,10,16,1,67,67th/69th/71st,3
P1,68,16,20,20,16,1,68,Northwest Highway,3
P1,7,16,15,15,16,1,7,Harrison,3
P1,70,16,8,8,16,1,70,Division,3
P1,71,16,10,10,16,1,71,71st/South Shore,3
P1,72,16,7.229166666666667,7.066666666666666,16,1,72,North,3
P1,73,16,9.233333333333333,9.233333333333333,16,1,73,Armitage,3
P1,74,16,6.666666666666667,6.666666666666667,16,1,74,Fullerton,3
P1,75,16,10.916666666666666,10.916666666666666,16,1,75,74th/75th,3
P1,76,16,8,8,16,1,76,Diversey,3
P1,77,16,5.3625,5.45,16,1,77,Belmont,3
P1,78,16,12,12,16,1,78,Montrose,3
P1,79,16,5.716666666666667,5.716666666666667,16,1,79,79th,3
P1,8,16,7.5,8,16,1,8,Halsted,3
P1,80,16,8.566666666666666,8.566666666666666,16,1,80,Irving Park,3
P1,81,16,8,8,16,1,81,Lawrence,3
P1,81W,16,24,24,16,1,81W,West Lawrence,3
P1,82,16,8.983333333333333,9.233333333333333,16,1,82,Kimball/Homan,3
P1,84,16,12.833333333333334,13.333333333333334,16,1,84,Peterson,3
P1,85,16,12,12,16,1,85,Central,3
P1,85A,16,20,20,16,1,85A,North Central,3
P1,86,16,18.21875,17.15,16,1,86,Narragansett/Ridgeland,3
P1,87,16,9.233333333333333,9.233333333333333,16,1,87,87th,3
P1,88,16,20,20,16,1,88,Higgins,3
P1,8A,16,15,15,16,1,8A,South Halsted,3
P1,9,16,10.916666666666666,10.916666666666666,16,1,9,Ashland,3
P1,90,16,17.15,17.15,16,1,90,Harlem,3
P1,91,16,10.916666666666666,10.916666666666666,16,1,91,Austin,3
P1,92,16,10.916666666666666,10.916666666666666,16,1,92,Foster,3
P1,93,16,17.15,17.15,16,1,93,California/Dodge,3
P1,94,16,10.916666666666666,10.916666666666666,16,1,94,California,3
P1,95,16,10,10,16,1,95,95th,3
P1,96,16,20,20,16,1,96,Lunt,3
P1,97,16,20,20,16,1,97,Skokie,3
P1,Blue,16,5.216666666666667,5.216666666666667,16,1,NA,Blue Line,1
P1,Brn,16,5.1,5.1,16,1,NA,Brown Line,1
P1,G,16,8.566666666666666,8.566666666666666,16,1,NA,Green Line,1
P1,J14,16,9.233333333333333,9.233333333333333,16,1,J14,Jeffery Jump,3
P1,Org,16,7.5,7.5,16,1,NA,Orange Line,1
P1,P,16,8.566666666666666,8.566666666666666,16,1,NA,Purple Line,1
P1,Pink,16,8.566666666666666,8.566666666666666,16,1,NA,Pink Line,1
P1,Red,16,4.916666666666667,4.916666666666667,16,1,NA,Red Line,1
P1,X4,16,13.333333333333334,13.333333333333334,16,1,X4,Cottage Grove Express,3
P1,X49,16,9.233333333333333,9.233333333333333,16,1,X49,Western Express,3
P1,X9,16,10.916666666666666,10.916666666666666,16,1,X9,Ashland Express,3
P1,Y,16,10.916666666666666,10.916666666666666,16,1,NA,Yellow Line,1
P2,1,9,17.15,17.15,9,1,1,Bronzeville/Union Station,3
P2,10,5,120,120,9,0.5555555555555556,10,Museum of Science & Industry,3
P2,100,9,20,20,9,1,100,Jeffery Manor Express,3
P2,103,9,13.333333333333334,13.333333333333334,9,1,103,West 103rd,3
P2,106,9,13.333333333333334,13.333333333333334,9,1,106,East 103rd,3
P2,108,9,24,24,9,1,108,Halsted/95th,3
P2,11,9,17.15,17.15,9,1,11,Lincoln,3
P2,111,9,13.333333333333334,13.333333333333334,9,1,111,111th/King Drive,3
P2,111A,9,20,20,9,1,111A,Pullman Shuttle,3
P2,112,9,15,15,9,1,112,Vincennes/111th,3
P2,115,9,12,12,9,1,115,Pullman/115th,3
P2,119,9,10.916666666666666,10.916666666666666,9,1,119,Michigan/119th,3
P2,12,9,8.566666666666666,8.566666666666666,9,1,12,Roosevelt,3
P2,120,9,10,10,9,1,120,Ogilvie/Streeterville Express,3
P2,121,9,9.233333333333333,9.233333333333333,9,1,121,Union/Streeterville Express,3
P2,124,9,40,40,9,1,124,Navy Pier,3
P2,125,9,15,15,9,1,125,Water Tower Express,3
P2,126,9,15,15,9,1,126,Jackson,3
P2,130,5,120,120,9,0.5555555555555556,130,Museum Campus,3
P2,134,9,6.316666666666666,6.316666666666666,9,1,134,Stockton/LaSalle Express,3
P2,135,9,7.5,7.5,9,1,135,Clarendon/LaSalle Express,3
P2,136,9,10.916666666666666,10.916666666666666,9,1,136,Sheridan/LaSalle Express,3
P2,143,9,7.5,7.5,9,1,143,Stockton/Michigan Express,3
P2,146,9,12,12,9,1,146,Inner Lake Shore/Michigan Express,3
P2,147,9,15,15,9,1,147,Outer DuSable Lake Shore Express,3
P2,148,9,6.316666666666666,6.316666666666666,9,1,148,Clarendon/Michigan Express,3
P2,15,9,13.333333333333334,13.333333333333334,9,1,15,Jeffery Local,3
P2,151,9,10.916666666666666,10.916666666666666,9,1,151,Sheridan,3
P2,152,9,8.566666666666666,8.566666666666666,9,1,152,Addison,3
P2,155,9,9.233333333333333,9.233333333333333,9,1,155,Devon,3
P2,156,9,13.333333333333334,13.333333333333334,9,1,156,LaSalle,3
P2,157,9,10.916666666666666,10.916666666666666,9,1,157,Streeterville/Taylor,3
P2,165,9,24,24,9,1,165,West 65th,3
P2,169,9,60,60,9,1,169,69th/UPS Express,3
P2,171,9,15,15,9,1,171,U. of Chicago/Hyde Park,3
P2,172,9,7.5,7.5,9,1,172,U. of Chicago/Kenwood,3
P2,18,9,15,15,9,1,18,16th/18th,3
P2,192,9,20,20,9,1,192,University of Chicago Hospitals Express,3
P2,2,9,12,12,9,1,2,Hyde Park Express,3
P2,20,9,5.866666666666666,5.866666666666666,9,1,20,Madison,3
P2,201,9,20,20,9,1,201,Central/Ridge,3
P2,206,9,40,40,9,1,206,Evanston Circulator,3
P2,21,9,13.333333333333334,13.333333333333334,9,1,21,Cermak,3
P2,22,9,12,12,9,1,22,Clark,3
P2,24,9,17.15,17.15,9,1,24,Wentworth,3
P2,26,9,10.916666666666666,10.916666666666666,9,1,26,South Shore Express,3
P2,28,9,15,15,9,1,28,Stony Island,3
P2,29,9,13.333333333333334,13.333333333333334,9,1,29,State,3
P2,3,9,9.233333333333333,9.233333333333333,9,1,3,King Drive,3
P2,30,9,17.15,17.15,9,1,30,South Chicago,3
P2,31,9,30,30,9,1,31,31st,3
P2,34,9,10,10,9,1,34,South Michigan,3
P2,35,9,12,12,9,1,35,31st/35th,3
P2,36,9,13.333333333333334,13.333333333333334,9,1,36,Broadway,3
P2,37,9,10.916666666666666,10.916666666666666,9,1,37,Sedgwick,3
P2,39,9,20,20,9,1,39,Pershing,3
P2,4,9,10,10,9,1,4,Cottage Grove,3
P2,43,9,20,20,9,1,43,43rd,3
P2,44,9,17.15,17.15,9,1,44,Wallace/Racine,3
P2,47,9,8.566666666666666,8.566666666666666,9,1,47,47th,3
P2,48,9,17.15,17.15,9,1,48,South Damen,3
P2,49,9,9.233333333333333,9.233333333333333,9,1,49,Western,3
P2,49B,9,10.916666666666666,10.916666666666666,9,1,49B,North Western,3
P2,50,9,10.916666666666666,10.916666666666666,9,1,50,Damen,3
P2,51,9,20,20,9,1,51,51st,3
P2,52,9,12,12,9,1,52,Kedzie,3
P2,52A,9,15,15,9,1,52A,South Kedzie,3
P2,53,9,8,8,9,1,53,Pulaski,3
P2,53A,9,12,12,9,1,53A,South Pulaski,3
P2,54,9,10,10,9,1,54,Cicero,3
P2,54A,9,24,24,9,1,54A,North Cicero/Skokie Blvd.,3
P2,54B,9,17.15,17.15,9,1,54B,South Cicero,3
P2,55,9,8,8,9,1,55,Garfield,3
P2,55A,9,27,27,9,1,55A,55th/Austin,3
P2,55N,9,24,24,9,1,55N,55th/Narragansett,3
P2,56,9,10.916666666666666,10.916666666666666,9,1,56,Milwaukee,3
P2,57,9,13.333333333333334,13.333333333333334,9,1,57,Laramie,3
P2,59,9,17.15,17.15,9,1,59,59th/61st,3
P2,6,9,12,12,9,1,6,Jackson Park Express,3
P2,60,9,8,8,9,1,60,Blue Island/26th,3
P2,62,9,12,12,9,1,62,Archer,3
P2,62H,9,24,24,9,1,62H,Archer/Harlem,3
P2,63,9,6.666666666666667,6.666666666666667,9,1,63,63rd,3
P2,63W,9,24,24,9,1,63W,West 63rd,3
P2,65,9,10,10,9,1,65,Grand,3
P2,66,9,5.716666666666667,5.716666666666667,9,1,66,Chicago,3
P2,67,9,10,10,9,1,67,67th/69th/71st,3
P2,68,9,20,20,9,1,68,Northwest Highway,3
P2,7,9,15,15,9,1,7,Harrison,3
P2,70,9,8,8,9,1,70,Division,3
P2,71,9,10,10,9,1,71,71st/South Shore,3
P2,72,9,7.5,7.5,9,1,72,North,3
P2,73,9,9.233333333333333,9.233333333333333,9,1,73,Armitage,3
P2,74,9,6.666666666666667,6.666666666666667,9,1,74,Fullerton,3
P2,75,9,10.916666666666666,10.916666666666666,9,1,75,74th/75th,3
P2,76,9,8,8,9,1,76,Diversey,3
P2,77,9,5.216666666666667,5.216666666666667,9,1,77,Belmont,3
P2,78,9,12,12,9,1,78,Montrose,3
P2,79,9,5.716666666666667,5.716666666666667,9,1,79,79th,3
P2,8,9,6.666666666666667,6.666666666666667,9,1,8,Halsted,3
P2,80,9,8.566666666666666,8.566666666666666,9,1,80,Irving Park,3
P2,81,9,8,8,9,1,81,Lawrence,3
P2,81W,9,24,24,9,1,81W,West Lawrence,3
P2,82,9,8.566666666666666,8.566666666666666,9,1,82,Kimball/Homan,3
P2,84,9,12,12,9,1,84,Peterson,3
P2,85,9,12,12,9,1,85,Central,3
P2,85A,9,20,20,9,1,85A,North Central,3
P2,86,9,20,20,9,1,86,Narragansett/Ridgeland,3
P2,87,9,9.233333333333333,9.233333333333333,9,1,87,87th,3
P2,88,9,20,20,9,1,88,Higgins,3
P2,8A,9,15,15,9,1,8A,South Halsted,3
P2,9,9,10.916666666666666,10.916666666666666,9,1,9,Ashland,3
P2,90,9,17.15,17.15,9,1,90,Harlem,3
P2,91,9,10.916666666666666,10.916666666666666,9,1,91,Austin,3
P2,92,9,10.916666666666666,10.916666666666666,9,1,92,Foster,3
P2,93,9,17.15,17.15,9,1,93,California/Dodge,3
P2,94,9,10.916666666666666,10.916666666666666,9,1,94,California,3
P2,95,9,10,10,9,1,95,95th,3
P2,96,9,20,20,9,1,96,Lunt,3
P2,97,9,20,20,9,1,97,Skokie,3
P2,Blue,9,5.216666666666667,5.216666666666667,9,1,NA,Blue Line,1
P2,Brn,9,5.1,5.1,9,1,NA,Brown Line,1
P2,G,9,8.566666666666666,8.566666666666666,9,1,NA,Green Line,1
P2,J14,9,9.233333333333333,9.233333333333333,9,1,J14,Jeffery Jump,3
P2,Org,9,7.5,7.5,9,1,NA,Orange Line,1
P2,P,9,8.566666666666666,8.566666666666666,9,1,NA,Purple Line,1
P2,Pink,9,8.566666666666666,8.566666666666666,9,1,NA,Pink Line,1
P2,Red,9,4.916666666666667,4.916666666666667,9,1,NA,Red Line,1
P2,X4,9,13.333333333333334,13.333333333333334,9,1,X4,Cottage Grove Express,3
P2,X49,9,9.233333333333333,9.233333333333333,9,1,X49,Western Express,3
P2,X9,9,10.916666666666666,10.916666666666666,9,1,X9,Ashland Express,3
P2,Y,9,10.916666666666666,10.916666666666666,9,1,NA,Yellow Line,1
P3,1,16,17.15,17.15,16,1,1,Bronzeville/Union Station,3
P3,100,16,20,20,16,1,100,Jeffery Manor Express,3
P3,103,16,13.333333333333334,13.333333333333334,16,1,103,West 103rd,3
P3,106,16,13.333333333333334,13.333333333333334,16,1,106,East 103rd,3
P3,108,16,24,24,16,1,108,Halsted/95th,3
P3,11,16,17.15,17.15,16,1,11,Lincoln,3
P3,111,16,13.333333333333334,13.333333333333334,16,1,111,111th/King Drive,3
P3,111A,16,20,20,16,1,111A,Pullman Shuttle,3
P3,112,16,15,15,16,1,112,Vincennes/111th,3
P3,115,16,12,12,16,1,115,Pullman/115th,3
P3,119,16,10.916666666666666,10.916666666666666,16,1,119,Michigan/119th,3
P3,12,16,8.566666666666666,8.566666666666666,16,1,12,Roosevelt,3
P3,120,16,10,10,16,1,120,Ogilvie/Streeterville Express,3
P3,121,16,9.233333333333333,9.233333333333333,16,1,121,Union/Streeterville Express,3
P3,124,16,40,40,16,1,124,Navy Pier,3
P3,125,16,15,15,16,1,125,Water Tower Express,3
P3,126,16,15,15,16,1,126,Jackson,3
P3,134,16,6.316666666666666,6.316666666666666,16,1,134,Stockton/LaSalle Express,3
P3,135,16,7.5,7.5,16,1,135,Clarendon/LaSalle Express,3
P3,136,16,10.916666666666666,10.916666666666666,16,1,136,Sheridan/LaSalle Express,3
P3,143,16,7.5,7.5,16,1,143,Stockton/Michigan Express,3
P3,146,16,12,12,16,1,146,Inner Lake Shore/Michigan Express,3
P3,147,16,15,15,16,1,147,Outer DuSable Lake Shore Express,3
P3,148,16,6.316666666666666,6.316666666666666,16,1,148,Clarendon/Michigan Express,3
P3,15,16,13.333333333333334,13.333333333333334,16,1,15,Jeffery Local,3
P3,151,16,10.916666666666666,10.916666666666666,16,1,151,Sheridan,3
P3,152,16,8.566666666666666,8.566666666666666,16,1,152,Addison,3
P3,155,16,9.233333333333333,9.233333333333333,16,1,155,Devon,3
P3,156,16,13.333333333333334,13.333333333333334,16,1,156,LaSalle,3
P3,157,16,10.916666666666666,10.916666666666666,16,1,157,Streeterville/Taylor,3
P3,165,16,24,24,16,1,165,West 65th,3
P3,169,16,60,60,16,1,169,69th/UPS Express,3
P3,171,16,15,15,16,1,171,U. of Chicago/Hyde Park,3
P3,172,16,7.5,7.5,16,1,172,U. of Chicago/Kenwood,3
P3,18,16,15,15,16,1,18,16th/18th,3
P3,192,16,20,20,16,1,192,University of Chicago Hospitals Express,3
P3,2,16,12,12,16,1,2,Hyde Park Express,3
P3,20,16,5.866666666666666,5.866666666666666,16,1,20,Madison,3
P3,201,16,20,20,16,1,201,Central/Ridge,3
P3,206,16,40,40,16,1,206,Evanston Circulator,3
P3,21,16,13.333333333333334,13.333333333333334,16,1,21,Cermak,3
P3,22,16,12,12,16,1,22,Clark,3
P3,24,16,17.15,17.15,16,1,24,Wentworth,3
P3,26,16,10.916666666666666,10.916666666666666,16,1,26,South Shore Express,3
P3,28,16,15,15,16,1,28,Stony Island,3
P3,29,16,13.333333333333334,13.333333333333334,16,1,29,State,3
P3,3,16,9.233333333333333,9.233333333333333,16,1,3,King Drive,3
P3,30,16,17.15,17.15,16,1,30,South Chicago,3
P3,31,16,30,30,16,1,31,31st,3
P3,34,16,10,10,16,1,34,South Michigan,3
P3,35,16,12,12,16,1,35,31st/35th,3
P3,36,16,13.333333333333334,13.333333333333334,16,1,36,Broadway,3
P3,37,16,10.916666666666666,10.916666666666666,16,1,37,Sedgwick,3
P3,39,16,20,20,16,1,39,Pershing,3
P3,4,16,10,10,16,1,4,Cottage Grove,3
P3,43,16,20,20,16,1,43,43rd,3
P3,44,16,17.15,17.15,16,1,44,Wallace/Racine,3
P3,47,16,8.566666666666666,8.566666666666666,16,1,47,47th,3
P3,48,16,17.15,17.15,16,1,48,South Damen,3
P3,49,16,9.233333333333333,9.233333333333333,16,1,49,Western,3
P3,49B,16,10.916666666666666,10.916666666666666,16,1,49B,North Western,3
P3,50,16,10.916666666666666,10.916666666666666,16,1,50,Damen,3
P3,51,16,20,20,16,1,51,51st,3
P3,52,16,12,12,16,1,52,Kedzie,3
P3,52A,16,15,15,16,1,52A,South Kedzie,3
P3,53,16,8,8,16,1,53,Pulaski,3
P3,53A,16,12,12,16,1,53A,South Pulaski,3
P3,54,16,10,10,16,1,54,Cicero,3
P3,54A,16,24,24,16,1,54A,North Cicero/Skokie Blvd.,3
P3,54B,16,17.15,17.15,16,1,54B,South Cicero,3
P3,55,16,8,8,16,1,55,Garfield,3
P3,55A,16,27,27,16,1,55A,55th/Austin,3
P3,55N,16,24,24,16,1,55N,55th/Narragansett,3
P3,56,16,10.916666666666666,10.916666666666666,16,1,56,Milwaukee,3
P3,57,16,13.333333333333334,13.333333333333334,16,1,57,Laramie,3
P3,59,16,17.15,17.15,16,1,59,59th/61st,3
P3,6,16,12,12,16,1,6,Jackson Park Express,3
P3,60,16,8,8,16,1,60,Blue Island/26th,3
P3,62,16,12,12,16,1,62,Archer,3
P3,62H,16,24,24,16,1,62H,Archer/Harlem,3
P3,63,16,6.666666666666667,6.666666666666667,16,1,63,63rd,3
P3,63W,16,24,24,16,1,63W,West 63rd,3
P3,65,16,10,10,16,1,65,Grand,3
P3,66,16,5.716666666666667,5.716666666666667,16,1,66,Chicago,3
P3,67,16,10,10,16,1,67,67th/69th/71st,3
P3,68,16,20,20,16,1,68,Northwest Highway,3
P3,7,16,15,15,16,1,7,Harrison,3
P3,70,16,8,8,16,1,70,Division,3
P3,71,16,10,10,16,1,71,71st/South Shore,3
P3,72,16,7.5,7.5,16,1,72,North,3
P3,73,16,9.233333333333333,9.233333333333333,16,1,73,Armitage,3
P3,74,16,6.666666666666667,6.666666666666667,16,1,74,Fullerton,3
P3,75,16,10.916666666666666,10.916666666666666,16,1,75,74th/75th,3
P3,76,16,8,8,16,1,76,Diversey,3
P3,77,16,5.216666666666667,5.216666666666667,16,1,77,Belmont,3
P3,78,16,12,12,16,1,78,Montrose,3
P3,79,16,5.716666666666667,5.716666666666667,16,1,79,79th,3
P3,8,16,6.666666666666667,6.666666666666667,16,1,8,Halsted,3
P3,80,16,8.566666666666666,8.566666666666666,16,1,80,Irving Park,3
P3,81,16,8,8,16,1,81,Lawrence,3
P3,81W,16,24,24,16,1,81W,West Lawrence,3
P3,82,16,8.566666666666666,8.566666666666666,16,1,82,Kimball/Homan,3
P3,84,16,12,12,16,1,84,Peterson,3
P3,85,16,12,12,16,1,85,Central,3
P3,85A,16,20,20,16,1,85A,North Central,3
P3,86,16,20,20,16,1,86,Narragansett/Ridgeland,3
P3,87,16,9.233333333333333,9.233333333333333,16,1,87,87th,3
P3,88,16,20,20,16,1,88,Higgins,3
P3,8A,16,15,15,16,1,8A,South Halsted,3
P3,9,16,10.916666666666666,10.916666666666666,16,1,9,Ashland,3
P3,90,16,17.15,17.15,16,1,90,Harlem,3
P3,91,16,10.916666666666666,10.916666666666666,16,1,91,Austin,3
P3,92,16,10.916666666666666,10.916666666666666,16,1,92,Foster,3
P3,93,16,17.15,17.15,16,1,93,California/Dodge,3
P3,94,16,10.916666666666666,10.916666666666666,16,1,94,California,3
P3,95,16,10,10,16,1,95,95th,3
P3,96,16,20,20,16,1,96,Lunt,3
P3,97,16,20,20,16,1,97,Skokie,3
P3,Blue,16,5.216666666666667,5.216666666666667,16,1,NA,Blue Line,1
P3,Brn,16,5.1,5.1,16,1,NA,Brown Line,1
P3,G,16,8.566666666666666,8.566666666666666,16,1,NA,Green Line,1
P3,J14,16,9.233333333333333,9.233333333333333,16,1,J14,Jeffery Jump,3
P3,Org,16,7.5,7.5,16,1,NA,Orange Line,1
P3,P,16,8.566666666666666,8.566666666666666,16,1,NA,Purple Line,1
P3,Pink,16,8.566666666666666,8.566666666666666,16,1,NA,Pink Line,1
P3,Red,16,4.916666666666667,4.916666666666667,16,1,NA,Red Line,1
P3,X4,16,13.333333333333334,13.333333333333334,16,1,X4,Cottage Grove Express,3
P3,X49,16,9.233333333333333,9.233333333333333,16,1,X49,Western Express,3
P3,X9,16,10.916666666666666,10.916666666666666,16,1,X9,Ashland Express,3
P3,Y,16,10.916666666666666,10.916666666666666,16,1,NA,Yellow Line,1
